,content
190,"{'companyId': 33627, 'positionName': '数据分析', 'workYear': '1年以下', 'education': '硕士', 'jobNature': '全职', 'financeStage': 'A轮', 'companySize': '150-500人', 'companyLogo': 'i/image/M00/57/05/CgqKkVfOIv6AQwyPAAEg94dso0Q147.png', 'industryField': '移动互联网,游戏', 'city': '深圳', 'salary': '10k-15k', 'companyShortName': '乐易网络', 'positionId': 5182889, 'positionAdvantage': '海外手游,高配团队,年终奖,带薪旅行', 'createTime': '2018-12-26 15:49:41', 'district': '南山区', 'score': 0, 'approve': 1, 'positionLables': ['游戏', '移动互联网', '数据处理', 'SQLServer'], 'industryLables': ['游戏', '移动互联网', '数据处理', 'SQLServer'], 'publisherId': 569371, 'companyLabelList': ['技术大牛', '两次年度旅游', '福利倍儿好', '年终奖丰厚'], 'businessZones': None, 'longitude': '113.94604', 'latitude': '22.533413', 'formatCreateTime': '15:49发布', 'companyFullName': '深圳市乐易网络股份有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 100, 'resumeProcessDay': 0, 'imState': 'today', 'lastLogin': 1545808840000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '开发|测试|运维类', 'secondType': '数据开发', 'isSchoolJob': 0, 'subwayline': '2号线/蛇口线', 'stationname': '深大', 'linestaion': '2号线/蛇口线_科苑;1号线/罗宝线_高新园;1号线/罗宝线_深大', 'thirdType': '数据分析', 'skillLables': ['数据处理', 'SQLServer']}"
191,"{'companyId': 123777, 'positionName': '数据分析', 'workYear': '1-3年', 'education': '本科', 'jobNature': '全职', 'financeStage': '不需要融资', 'companySize': '2000人以上', 'companyLogo': 'i/image/M00/2E/03/CgqKkVc9jmCAI8DpAAD09YLPnBk157.png', 'industryField': '电子商务,企业服务', 'city': '深圳', 'salary': '7k-14k', 'companyShortName': '通力互联', 'positionId': 4461562, 'positionAdvantage': '周末双休,免费班车,免费早餐,绩效奖', 'createTime': '2018-12-24 15:22:57', 'district': '南山区', 'score': 0, 'approve': 1, 'positionLables': ['大数据'], 'industryLables': ['大数据'], 'publisherId': 9328764, 'companyLabelList': ['绩效奖金', '交通补助', '定期体检', '通讯津贴'], 'businessZones': ['大冲', '科技园'], 'longitude': '113.94724', 'latitude': '22.546596', 'formatCreateTime': '2天前发布', 'companyFullName': '北京通力互联技术服务有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 0, 'resumeProcessDay': 0, 'imState': 'today', 'lastLogin': 1545795297000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '开发|测试|运维类', 'secondType': '数据开发', 'isSchoolJob': 0, 'subwayline': '1号线/罗宝线', 'stationname': '深大', 'linestaion': '1号线/罗宝线_高新园;1号线/罗宝线_深大', 'thirdType': '数据分析', 'skillLables': []}"
192,"{'companyId': 173366, 'positionName': '数据分析师', 'workYear': '3-5年', 'education': '本科', 'jobNature': '全职', 'financeStage': '不需要融资', 'companySize': '150-500人', 'companyLogo': 'i/image/M00/A6/A1/Cgp3O1itIAeAHioDAAA7hv5mYDc828.jpg', 'industryField': '移动互联网、企业服务', 'city': '深圳', 'salary': '8k-10k', 'companyShortName': '曾点', 'positionId': 5206061, 'positionAdvantage': '五险一金,年终奖,发展平台佳,晋升空间', 'createTime': '2018-12-25 10:34:23', 'district': '南山区', 'score': 0, 'approve': 1, 'positionLables': ['移动互联网'], 'industryLables': ['移动互联网'], 'publisherId': 6399393, 'companyLabelList': [], 'businessZones': ['科技园'], 'longitude': '113.939728', 'latitude': '22.525353', 'formatCreateTime': '1天前发布', 'companyFullName': '深圳市曾点信息技术培训有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 0, 'resumeProcessDay': 0, 'imState': 'today', 'lastLogin': 1545790007000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': '2号线/蛇口线', 'stationname': '科苑', 'linestaion': '2号线/蛇口线_后海;2号线/蛇口线_科苑;11号线/机场线_后海', 'thirdType': '数据分析', 'skillLables': []}"
193,"{'companyId': 401, 'positionName': '数据分析师', 'workYear': '3-5年', 'education': '本科', 'jobNature': '全职', 'financeStage': '上市公司', 'companySize': '500-2000人', 'companyLogo': 'image1/M00/00/03/CgYXBlTUV_mAAUZkAABiNm6Emp4030.jpg', 'industryField': '移动互联网', 'city': '深圳', 'salary': '20k-30k', 'companyShortName': '乐逗游戏', 'positionId': 4889330, 'positionAdvantage': '待遇好', 'createTime': '2018-12-24 10:53:00', 'district': '南山区', 'score': 0, 'approve': 1, 'positionLables': ['数据运营'], 'industryLables': [], 'publisherId': 9326293, 'companyLabelList': ['绩效奖金', '五险一金', '带薪年假', '节日礼物'], 'businessZones': ['科技园', '南山医院', '大冲'], 'longitude': '113.9446', 'latitude': '22.54834', 'formatCreateTime': '2天前发布', 'companyFullName': '深圳市创梦天地科技有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 0, 'resumeProcessDay': 0, 'imState': 'today', 'lastLogin': 1545807937000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': '1号线/罗宝线', 'stationname': '深大', 'linestaion': '1号线/罗宝线_高新园;1号线/罗宝线_深大', 'thirdType': '数据分析', 'skillLables': ['数据运营']}"
194,"{'companyId': 593, 'positionName': '数据分析', 'workYear': '1-3年', 'education': '本科', 'jobNature': '全职', 'financeStage': '不需要融资', 'companySize': '500-2000人', 'companyLogo': 'i/image/M00/59/6D/CgpFT1mKoryAchsAAAASDmQdWoA347.png', 'industryField': '移动互联网,游戏', 'city': '深圳', 'salary': '10k-20k', 'companyShortName': '边锋', 'positionId': 5186742, 'positionAdvantage': '优秀的你,国企,团队氛围棒,低息房贷', 'createTime': '2018-12-19 13:19:57', 'district': '宝安区', 'score': 0, 'approve': 1, 'positionLables': ['游戏', '增长黑客（GrowthHacking）', '数据运营'], 'industryLables': ['游戏', '增长黑客（GrowthHacking）', '数据运营'], 'publisherId': 6855276, 'companyLabelList': ['五险一金', '交通补助', '绩效奖金', '节日礼物'], 'businessZones': ['新安', '翻身路'], 'longitude': '113.886319', 'latitude': '22.552491', 'formatCreateTime': '2018-12-19', 'companyFullName': '杭州边锋网络技术有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 2, 'resumeProcessDay': 2, 'imState': 'today', 'lastLogin': 1545807450000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': '5号线/环中线', 'stationname': '宝安中心', 'linestaion': '1号线/罗宝线_新安;1号线/罗宝线_宝安中心;1号线/罗宝线_宝体;5号线/环中线_临海;5号线/环中线_宝华;5号线/环中线_宝安中心;5号线/环中线_翻身;11号线/机场线_宝安', 'thirdType': '数据分析', 'skillLables': ['增长黑客（GrowthHacking）', '数据运营']}"
195,"{'companyId': 155970, 'positionName': '数据分析工程师', 'workYear': '1-3年', 'education': '大专', 'jobNature': '全职', 'financeStage': '不需要融资', 'companySize': '50-150人', 'companyLogo': 'i/image/M00/87/B3/Cgp3O1hrU6WACxioAABRVlDj6U8053.png', 'industryField': '移动互联网,电子商务', 'city': '深圳', 'salary': '15k-30k', 'companyShortName': '换换优品', 'positionId': 5453855, 'positionAdvantage': '空间发展大 平台好', 'createTime': '2018-12-25 21:18:08', 'district': '福田区', 'score': 0, 'approve': 1, 'positionLables': ['移动互联网'], 'industryLables': ['移动互联网'], 'publisherId': 6546191, 'companyLabelList': ['带薪年假', '股票期权', '专项奖金', '晋升空间大'], 'businessZones': ['竹子林', '香蜜湖', '车公庙'], 'longitude': '114.025808', 'latitude': '22.537385', 'formatCreateTime': '1天前发布', 'companyFullName': '深圳市换换优品科技有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 40, 'resumeProcessDay': 1, 'imState': 'threeDays', 'lastLogin': 1545702848000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': '7号线', 'stationname': '农林', 'linestaion': '1号线/罗宝线_香蜜湖;1号线/罗宝线_车公庙;1号线/罗宝线_竹子林;11号线/机场线_车公庙;7号线_农林;7号线_车公庙;9号线_下沙;9号线_车公庙', 'thirdType': '数据分析', 'skillLables': []}"
196,"{'companyId': 5834, 'positionName': '数据分析师', 'workYear': '5-10年', 'education': '本科', 'jobNature': '全职', 'financeStage': 'C轮', 'companySize': '150-500人', 'companyLogo': 'i/image/M00/02/44/CgqKkVaKO-6AZIvoAAC86L_5i-o219.JPG', 'industryField': '企业服务,数据服务', 'city': '深圳', 'salary': '12k-24k', 'companyShortName': '小满科技', 'positionId': 4753666, 'positionAdvantage': '有晋升,老板好,发展快', 'createTime': '2018-12-24 12:13:27', 'district': '南山区', 'score': 0, 'approve': 1, 'positionLables': ['企业服务', '会计', '审计', '成本', '统计'], 'industryLables': ['企业服务', '会计', '审计', '成本', '统计'], 'publisherId': 59146, 'companyLabelList': ['绩效奖金', '五险一金', '带薪年假', '节日礼物'], 'businessZones': ['科技园', '大冲', '深圳湾'], 'longitude': '113.955443', 'latitude': '22.542071', 'formatCreateTime': '2天前发布', 'companyFullName': '深圳市小满科技有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 76, 'resumeProcessDay': 1, 'imState': 'today', 'lastLogin': 1545810005000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '综合职能|高级管理', 'secondType': '财务', 'isSchoolJob': 0, 'subwayline': '1号线/罗宝线', 'stationname': '深大', 'linestaion': '1号线/罗宝线_白石洲;1号线/罗宝线_高新园;1号线/罗宝线_深大', 'thirdType': '会计', 'skillLables': ['会计', '审计', '成本', '统计']}"
197,"{'companyId': 385673, 'companyShortName': '油柑网', 'positionId': 5076301, 'industryField': '电子商务', 'education': '本科', 'workYear': '1-3年', 'city': '深圳', 'positionAdvantage': '地铁附近，包午餐，团队出国游', 'createTime': '2018-12-26 13:29:31', 'salary': '8k-15k', 'positionName': '数据分析', 'companySize': '15-50人', 'companyLogo': 'i/image2/M00/4D/23/CgoB5lr74eSAeZiaAAAETTMB0wY864.png', 'financeStage': '未融资', 'approve': 1, 'jobNature': '全职', 'companyLabelList': ['绩效奖金', '带薪年假', '优秀团队', '五险一金'], 'publisherId': 5508293, 'score': 0, 'district': '福田区', 'positionLables': ['移动互联网', '数据运营', '数据库', '增长黑客（GrowthHacking）'], 'industryLables': ['移动互联网', '数据运营', '数据库', '增长黑客（GrowthHacking）'], 'businessZones': ['上步'], 'longitude': '114.085209', 'latitude': '22.543031', 'formatCreateTime': '13:29发布', 'companyFullName': '深圳市油柑科技有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 0, 'resumeProcessDay': 0, 'imState': 'today', 'lastLogin': 1545802149000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': '2号线/蛇口线', 'stationname': '华强北', 'linestaion': '2号线/蛇口线_华强北;2号线/蛇口线_燕南;1号线/罗宝线_科学馆;1号线/罗宝线_华强路;3号线/龙岗线_华新;3号线/龙岗线_通新岭;7号线_赤尾;7号线_华强南;7号线_华强北;7号线_华新;7号线_黄木岗', 'thirdType': '数据分析', 'skillLables': ['数据运营', '数据库', '增长黑客（GrowthHacking）']}"
198,"{'companyId': 19875, 'companyShortName': 'vivo', 'positionId': 5004419, 'industryField': '移动互联网', 'education': '本科', 'workYear': '3-5年', 'city': '深圳', 'positionAdvantage': '平台大,海量用户,技术氛围好,个人成长快', 'createTime': '2018-12-24 16:01:54', 'salary': '20k-30k', 'positionName': '【急招】数据分析师（互联网）', 'companySize': '2000人以上', 'companyLogo': 'image1/M00/00/25/Cgo8PFTUWH-Ab57wAABKOdLbNuw116.png', 'financeStage': '未融资', 'approve': 1, 'jobNature': '全职', 'companyLabelList': ['年终分红', '带薪年假', '年度旅游', '岗位晋升'], 'publisherId': 4449488, 'score': 0, 'district': '宝安区', 'positionLables': [], 'industryLables': [], 'businessZones': ['新安', '翻身路'], 'longitude': '113.88742', 'latitude': '22.551716', 'formatCreateTime': '2天前发布', 'companyFullName': '维沃移动通信有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 33, 'resumeProcessDay': 2, 'imState': 'threeDays', 'lastLogin': 1545705941000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '开发|测试|运维类', 'secondType': '数据开发', 'isSchoolJob': 0, 'subwayline': '5号线/环中线', 'stationname': '宝安中心', 'linestaion': '1号线/罗宝线_新安;1号线/罗宝线_宝安中心;1号线/罗宝线_宝体;5号线/环中线_临海;5号线/环中线_宝华;5号线/环中线_宝安中心;5号线/环中线_翻身;11号线/机场线_宝安', 'thirdType': '数据分析', 'skillLables': []}"
199,"{'companyId': 8350, 'companyShortName': '万科物业', 'positionId': 2894326, 'industryField': 'O2O,生活服务', 'education': '本科', 'workYear': '3-5年', 'city': '深圳', 'positionAdvantage': '弹性工作,团队好', 'createTime': '2018-12-20 18:05:52', 'salary': '15k-25k', 'positionName': '高级数据分析师', 'companySize': '2000人以上', 'companyLogo': 'image2/M00/08/03/CgqLKVYBEtqAD2vhAAARnNY0kzg058.png', 'financeStage': '不需要融资', 'approve': 1, 'jobNature': '全职', 'companyLabelList': ['社区o2o', '原始股权', '弹性工作制', '互联网+'], 'publisherId': 4674477, 'score': 0, 'district': '福田区', 'positionLables': ['大数据', 'BI', 'SPSS'], 'industryLables': ['大数据', 'BI', 'SPSS'], 'businessZones': ['上梅林', '莲花北村', '笔架山'], 'longitude': '114.062189', 'latitude': '22.567856', 'formatCreateTime': '2018-12-20', 'companyFullName': '万科物业发展股份有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 7, 'resumeProcessDay': 1, 'imState': 'sevenDays', 'lastLogin': 1545300437000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': '4号线/龙华线', 'stationname': '孖岭', 'linestaion': '4号线/龙华线_莲花北;4号线/龙华线_上梅林;9号线_梅村;9号线_上梅林;9号线_孖岭', 'thirdType': '数据分析', 'skillLables': ['BI', 'SPSS']}"
200,"{'companyId': 128998, 'companyShortName': '海万科技', 'positionId': 3637090, 'industryField': '移动互联网,金融', 'education': '本科', 'workYear': '3-5年', 'city': '深圳', 'positionAdvantage': '年终奖,双休,过节费,旅游', 'createTime': '2018-12-26 11:47:53', 'salary': '10k-15k', 'positionName': '数据分析师', 'companySize': '500-2000人', 'companyLogo': 'i/image/M00/2A/A6/Cgp3O1cyziuAfM5AAAAe20ZOb-4754.png', 'financeStage': '不需要融资', 'approve': 1, 'jobNature': '全职', 'companyLabelList': [], 'publisherId': 4383654, 'score': 0, 'district': '福田区', 'positionLables': ['Hadoop', '数据挖掘', '数据仓库'], 'industryLables': [], 'businessZones': ['上梅林', '莲花北村'], 'longitude': '114.059297', 'latitude': '22.568264', 'formatCreateTime': '11:47发布', 'companyFullName': '上海海万信息科技股份有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 100, 'resumeProcessDay': 1, 'imState': 'disabled', 'lastLogin': 1545790218000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '开发|测试|运维类', 'secondType': '数据开发', 'isSchoolJob': 0, 'subwayline': '4号线/龙华线', 'stationname': '孖岭', 'linestaion': '4号线/龙华线_莲花北;4号线/龙华线_上梅林;9号线_梅村;9号线_上梅林;9号线_孖岭', 'thirdType': '数据分析', 'skillLables': ['Hadoop', '数据挖掘', '数据仓库']}"
